Func_id	Func_name	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	3253	3867	2926	2827	2466	2732	4004	1703	2831	2368	9669	5149
KO:K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	2366	3609	3542	3594	3316	2841	3959	2960	1991	2352	6227	3051
KO:K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	4530	6726	6932	7783	4834	5664	5999	4808	4221	4183	9945	5794
KO:K03771	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	5538	7219	8112	9042	5817	5991	8351	7035	4816	4912	11898	5029
KO:K03772	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	940	1230	1167	1320	1120	956	684	560	598	681	2278	1590
KO:K03773	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	1477	1767	1424	1700	1173	1105	466	1232	362	801	1806	1178
KO:K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	10	44	51	21	27	20	28	3	0	10	30	113
KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	599	479	427	566	519	369	586	341	344	400	1990	658
KO:K03776	aerotaxis receptor	173	218	213	209	187	148	45	56	61	93	335	98
KO:K03777	D-lactate dehydrogenase [EC:1.1.1.28]	361	269	256	215	271	251	765	92	288	216	914	316
KO:K03778	D-lactate dehydrogenase [EC:1.1.1.28]	307	248	269	255	229	254	122	121	206	145	753	494
KO:K03779	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	202	415	367	271	202	278	221	249	256	220	691	633
KO:K03780	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	330	727	567	269	285	387	325	252	613	293	2137	1138
KO:K03781	catalase [EC:1.11.1.6]	4731	6334	3906	5294	4056	2579	3390	1350	1337	1124	5578	4572
KO:K03782	catalase-peroxidase [EC:1.11.1.21]	7254	12209	10660	13256	8378	8028	6704	4156	4087	3738	10206	9009
KO:K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]	3291	3682	3695	3663	2694	3027	3040	3253	3152	2347	6337	3163
KO:K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]	310	504	263	153	182	136	591	78	436	188	1478	695
KO:K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	136	248	156	111	170	191	2392	494	1372	806	929	442
KO:K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	2733	3594	2709	2921	2884	2615	5628	2469	2927	2140	6553	3077
KO:K03787	5'-nucleotidase [EC:3.1.3.5]	3242	3932	3147	4075	2948	3024	7435	3047	3756	3149	7849	3895
KO:K03788	acid phosphatase (class B) [EC:3.1.3.2]	6	3	0	0	2	0	0	0	0	3	10	27
KO:K03789	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	5863	6058	6190	6060	5040	4824	11658	8010	8157	5555	14547	4702
KO:K03790	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	1699	2358	1619	1995	1682	1633	2978	1170	1169	907	3460	1637
KO:K03791	putative chitinase	481	244	358	215	286	272	278	87	158	117	485	381
KO:K03792	"beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.99.10]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03793	pteridine reductase [EC:1.5.1.33]	1482	1801	1855	1904	1501	1233	2163	2590	1517	1743	2995	1538
KO:K03794	sirohydrochlorin ferrochelatase [EC:4.99.1.4]	12	10	13	10	8	40	16	3	4	0	28	8
KO:K03795	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	1060	1072	775	809	1111	554	1545	1094	1145	883	2378	831
KO:K03796	Bax protein	130	32	18	74	73	49	3	40	4	13	61	53
KO:K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	15505	19952	20428	21842	16290	16566	28365	18720	15876	12730	29951	13900
KO:K03798	cell division protease FtsH [EC:3.4.24.-]	20835	25074	26608	21913	17204	19747	32510	16294	21913	14721	44314	28077
KO:K03799	heat shock protein HtpX [EC:3.4.24.-]	5192	7505	7056	6467	4775	5402	10037	4855	6661	4798	16266	7937
KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	1876	855	1290	930	1093	1212	3955	1481	2454	1660	3922	1027
KO:K03801	lipoyl(octanoyl) transferase [EC:2.3.1.181]	3961	5426	5052	5187	4189	3840	9371	4563	5561	4012	10629	4311
KO:K03802	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	861	1268	1217	1355	1095	989	723	360	639	355	1800	2786
KO:K03803	sigma-E factor negative regulatory protein RseC	21	24	21	3	0	8	0	0	13	6	4	0
KO:K03804	chromosome partition protein MukE	8	13	3	15	17	15	0	0	4	0	21	9
KO:K03805	thiol:disulfide interchange protein DsbG	115	86	45	75	81	125	20	40	9	36	165	66
KO:K03806	AmpD protein	297	417	261	455	336	250	38	138	69	216	468	307
KO:K03807	AmpE protein	48	39	45	61	82	76	288	118	14	188	152	62
KO:K03808	paraquat-inducible protein A	1399	1100	862	1424	1016	701	607	663	235	563	1675	898
KO:K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1421	1466	1227	1705	1304	934	1043	1047	539	755	2095	954
KO:K03810	virulence factor	192	94	78	94	183	102	258	188	210	41	214	170
KO:K03811	nicotinamide mononucleotide transporter	578	494	455	743	517	349	141	123	182	140	860	583
KO:K03812	ribosome modulation factor	0	0	7	0	0	4	0	0	0	0	4	0
KO:K03813	molybdenum transport protein [EC:2.4.2.-]	13	11	20	19	14	20	25	47	0	10	20	0
KO:K03814	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]	1675	2674	2185	2736	1961	1977	799	2086	968	1797	4317	2728
KO:K03815	xanthosine phosphorylase [EC:2.4.2.-]	143	163	124	62	103	145	243	125	50	126	269	157
KO:K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]	118	11	32	2	38	30	15	13	108	13	132	17
KO:K03817	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	506	539	426	593	476	414	384	646	478	483	948	405
KO:K03818	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	450	427	308	482	421	277	478	288	203	214	712	232
KO:K03819	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	12	17	3	14	15	16	10	14	7	0	19	3
KO:K03820	apolipoprotein N-acyltransferase [EC:2.3.1.-]	7121	9200	8389	9983	6318	7116	11242	6804	5341	5401	14257	6938
KO:K03821	polyhydroxyalkanoate synthase [EC:2.3.1.-]	6902	7334	8393	9069	6026	6532	7341	3920	2761	4685	9312	6514
KO:K03822	putative long chain acyl-CoA synthase [EC:6.2.1.-]	429	295	153	195	218	136	1122	12	541	114	1276	261
KO:K03823	phosphinothricin acetyltransferase [EC:2.3.1.183]	3524	4268	4252	4286	3682	3519	5553	3207	3730	2324	8401	3433
KO:K03824	putative acetyltransferase [EC:2.3.1.-]	620	772	485	620	519	444	306	176	394	216	1664	1035
KO:K03825	putative acetyltransferase [EC:2.3.1.-]	625	679	460	451	403	379	261	224	730	341	1563	709
KO:K03826	putative acetyltransferase [EC:2.3.1.-]	45	45	8	16	27	25	9	159	7	26	37	10
KO:K03827	putative acetyltransferase [EC:2.3.1.-]	154	333	365	409	308	328	224	246	201	371	565	360
KO:K03828	putative acetyltransferase [EC:2.3.1.-]	322	329	317	286	408	290	582	401	182	411	1098	237
KO:K03829	putative acetyltransferase [EC:2.3.1.-]	832	807	638	646	703	716	218	315	419	172	1731	839
KO:K03830	putative acetyltransferase [EC:2.3.1.-]	481	701	586	789	620	732	203	463	244	468	1000	391
KO:K03831	molybdopterin adenylyltransferase [EC:2.7.7.75]	385	391	309	309	318	269	199	230	262	656	1118	519
KO:K03832	periplasmic protein TonB	17051	22297	24376	23954	16090	17702	19084	19343	13721	11452	35460	14427
KO:K03833	selenocysteine-specific elongation factor	6084	6953	7986	6501	4095	4802	10173	6035	5963	3775	13904	7002
KO:K03834	tyrosine-specific transport protein	40	287	77	141	179	346	9	124	10	76	172	14
KO:K03835	tryptophan-specific transport protein	12	14	0	0	0	0	0	6	0	0	0	0
KO:K03836	low affinity tryptophan permease	0	0	0	0	0	0	0	0	0	0	6	0
KO:K03837	serine transporter	0	10	5	4	3	5	0	0	0	0	2	0
KO:K03838	threonine transporter	0	0	0	0	0	6	0	0	0	0	0	0
KO:K03839	flavodoxin I	102	42	32	27	24	18	17	23	11	15	116	48
KO:K03840	flavodoxin II	0	0	0	0	0	0	0	0	0	0	5	0
KO:K03841	"fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	938	1244	917	1328	1134	880	2537	900	1387	870	1922	1365
KO:K03842	"beta-1,4-mannosyltransferase [EC:2.4.1.142]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03843	"alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"	15	24	14	28	19	4	26	0	0	0	104	56
KO:K03844	"alpha-1,2-mannosyltransferase [EC:2.4.1.131]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03845	"alpha-1,3-mannosyltransferase [EC:2.4.1.258]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03846	"alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03847	"alpha-1,6-mannosyltransferase [EC:2.4.1.260]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03848	"alpha-1,3-glucosyltransferase [EC:2.4.1.267]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03849	"alpha-1,3-glucosyltransferase [EC:2.4.1.265]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03850	"alpha-1,2-glucosyltransferase [EC:2.4.1.256]"	0	0	6	0	0	5	0	4	0	0	2	6
KO:K03851	taurine-pyruvate aminotransferase [EC:2.6.1.77]	38	36	79	131	114	38	22	48	0	88	11	44
KO:K03852	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	219	481	462	700	343	324	351	162	77	127	442	587
KO:K03853	calpain-2 [EC:3.4.22.53]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03854	mannosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03855	ferredoxin like protein	308	112	300	139	227	205	914	499	933	304	360	64
KO:K03856	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	8576	9269	11203	9664	6405	7241	10337	10882	9945	7816	16700	7700
KO:K03857	"phosphatidylinositol glycan, class A [EC:2.4.1.198]"	0	0	0	7	0	0	0	0	0	3	0	0
KO:K03858	"phosphatidylinositol glycan, class H"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03859	"phosphatidylinositol glycan, class C"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03860	"phosphatidylinositol glycan, class Q"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03861	"phosphatidylinositol glycan, class P"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03862	vanillate O-demethylase monooxygenase subunit [EC:1.14.13.82]	2026	3255	2172	2800	2649	1772	2764	1390	994	1188	3196	1485
KO:K03863	vanillate O-demethylase ferredoxin subunit [EC:1.14.13.82]	700	927	824	1038	915	559	765	794	363	762	1505	391
KO:K03867	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	50	99	71	57	65	22	16	18	34	26	23	40
KO:K03868	RING-box protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03869	cullin 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03870	cullin 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03871	von Hippel-Lindau disease tumor supressor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03872	"transcription elongation factor B, polypeptide 1"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03873	"transcription elongation factor B, polypeptide 2"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03874	other hect domain ubiquitin protein ligase E3 [EC:2.3.2.26]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03875	F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03876	BTB domain ubiquitin protein ligase cofactor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03877	"beta-1,3-galactosyltransferase 5 [EC:2.4.1.-]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03878	NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03879	NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03880	NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3]	292	107	31	223	182	40	84	5	3	9	23	20
KO:K03881	NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03882	NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03883	NADH-ubiquinone oxidoreductase chain 5 [EC:1.6.5.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03884	NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]	124	42	8	17	60	0	43	3	14	0	9	11
KO:K03885	NADH dehydrogenase [EC:1.6.99.3]	9592	12560	12828	11753	8071	8241	10330	7215	7485	6491	20640	14246
KO:K03886	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]	880	1126	1199	1252	933	1225	2465	1603	2847	1457	4039	728
KO:K03887	menaquinol-cytochrome c reductase cytochrome b subunit	669	889	746	380	429	425	942	68	978	359	2259	1218
KO:K03888	menaquinol-cytochrome c reductase cytochrome b/c subunit	503	804	531	433	323	347	673	63	842	242	1944	931
KO:K03889	ubiquinol-cytochrome c reductase cytochrome c subunit	1980	3182	2745	3235	2202	1734	4824	1912	1874	1073	5586	1734
KO:K03890	ubiquinol-cytochrome c reductase iron-sulfur subunit	880	1188	613	870	501	630	2633	272	1157	418	3195	636
KO:K03891	ubiquinol-cytochrome c reductase cytochrome b subunit	1720	1898	1390	1517	1038	1205	3423	387	1882	689	4767	1446
KO:K03892	ArsR family transcriptional regulator	9940	8433	8961	8754	6852	6834	18610	10071	11177	7535	22772	7096
KO:K03893	arsenical pump membrane protein	1847	2814	1636	2735	1915	2105	6326	1765	2888	1624	4811	478
KO:K03894	N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]	0	0	0	0	14	2	0	0	0	0	0	3
KO:K03895	aerobactin synthase [EC:6.3.2.39]	22	4	3	0	0	0	0	6	0	3	0	0
KO:K03896	acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]	7	0	0	0	3	0	0	0	0	4	0	0
KO:K03897	lysine N6-hydroxylase [EC:1.14.13.59]	194	114	109	161	129	104	53	27	60	43	149	66
KO:K03898	kininogen	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03899	coagulation factor VIII	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03900	von Willebrand factor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03901	coagulation factor III (tissue factor)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03902	coagulation factor V (labile factor)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03903	fibrinogen alpha chain	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03904	fibrinogen beta chain	0	0	0	0	0	0	0	0	0	0	15	9
KO:K03905	fibrinogen gamma chain	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03906	coagulation factor XIII B polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03907	thrombomodulin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03908	protein S	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03909	tissue factor pathway inhibitor	0	0	0	0	3	0	0	0	0	0	4	0
KO:K03910	alpha-2-macroglobulin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03911	antithrombin III	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03912	heparin cofactor II	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03913	protein C inhibitor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03914	coagulation factor II (thrombin) receptor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03915	bradykinin receptor B1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03916	bradykinin receptor B2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03917	coagulation factor XIII A1 polypeptide [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03918	L-lysine 6-transaminase [EC:2.6.1.36]	350	330	224	229	151	278	853	67	212	267	1385	1292
KO:K03919	alkylated DNA repair protein (DNA oxidative demethylase) [EC:1.14.11.33]	795	1138	1095	1585	1436	972	543	1083	650	833	1493	897
KO:K03921	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	461	611	345	496	407	326	364	188	353	318	1063	1039
KO:K03922	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	6	0	0	0	2	0	56	0	20	5	79	4
KO:K03923	modulator of drug activity B	0	31	0	7	16	7	0	0	7	0	0	21
KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	19237	24113	22048	20189	18085	17610	22716	13120	19047	12865	42299	28497
KO:K03925	MraZ protein	3825	4527	4264	4286	3332	3328	6877	4458	4506	3396	9498	3575
KO:K03926	periplasmic divalent cation tolerance protein	1978	2262	2316	2274	1628	1973	2655	3349	2791	2659	5368	1531
KO:K03927	carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]	62	72	50	89	70	82	4	23	46	7	49	51
KO:K03928	carboxylesterase [EC:3.1.1.1]	1906	1053	1215	1189	826	1070	3046	984	1683	1381	2771	873
KO:K03929	para-nitrobenzyl esterase [EC:3.1.1.-]	11203	15973	13314	18357	12418	10777	9254	6885	6243	5266	15104	10718
KO:K03930	putative tributyrin esterase [EC:3.1.1.-]	158	22	151	36	33	44	604	3	14	13	26	26
KO:K03931	putative isomerase	171	199	75	235	142	129	807	262	70	59	206	94
KO:K03932	polyhydroxybutyrate depolymerase	2284	3250	2369	2728	2804	2322	1324	2062	2318	2783	5751	2119
KO:K03933	chitin-binding protein	593	533	383	395	406	386	551	167	258	259	996	495
KO:K03934	NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03935	NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03936	NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03937	NADH dehydrogenase (ubiquinone) Fe-S protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03938	NADH dehydrogenase (ubiquinone) Fe-S protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03939	NADH dehydrogenase (ubiquinone) Fe-S protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03940	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03941	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03942	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03943	NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]	43	159	83	43	102	59	60	27	81	36	286	158
KO:K03944	NADH dehydrogenase (ubiquinone) flavoprotein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03945	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03946	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03947	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03948	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4	0	0	0	3	0	0	0	0	0	0	0	0
KO:K03949	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03950	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03951	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03952	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03953	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03954	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	4	14	0	0	0	4	0	3	4	9	10	7
KO:K03955	NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1	0	0	0	0	0	0	0	4	0	0	0	0
KO:K03956	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03957	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03958	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03959	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03960	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03961	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03962	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03963	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03964	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03965	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03966	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03967	NADH dehydrogenase (ubiquinone) 1 subunit C1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03968	NADH dehydrogenase (ubiquinone) 1 subunit C2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03969	phage shock protein A	4665	4419	4858	4238	3078	3262	5738	3613	3963	2751	8160	3666
KO:K03970	phage shock protein B	106	27	30	46	19	41	450	182	67	34	91	38
KO:K03971	phage shock protein D	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03972	phage shock protein E	102	74	86	131	36	74	27	5	24	33	117	44
KO:K03973	phage shock protein C	1467	1259	1625	1405	1124	1198	2140	2301	1790	1117	2968	858
KO:K03974	psp operon transcriptional activator	212	133	191	142	134	108	524	229	129	112	240	160
KO:K03975	membrane-associated protein	2595	2822	2727	2821	2049	2348	3110	3313	2757	2151	5920	2878
KO:K03976	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	509	421	418	498	654	351	1938	1449	1087	829	1101	178
KO:K03977	GTPase	7553	9592	9542	9875	6778	7585	11705	5861	6778	5343	16622	9241
KO:K03978	GTP-binding protein	1848	3110	2908	3256	2624	2634	2521	2657	1531	2227	4972	2199
KO:K03979	GTPase [EC:3.6.5.-]	7170	8646	8219	8721	5998	6456	11785	6771	6753	4828	14580	8129
KO:K03980	putative peptidoglycan lipid II flippase	12070	12871	12734	12929	8619	9820	18187	9643	9928	9337	22547	10788
KO:K03981	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	412	504	420	641	349	250	336	163	157	303	1154	448
KO:K03982	plasminogen activator inhibitor-1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03983	alpha-2-antiplasmin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03984	alpha-1-antitrypsin	0	0	0	0	0	0	0	0	0	0	3	0
KO:K03985	"plasminogen activator, urokinase receptor"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03986	complement C1q subcomponent subunit A	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03987	complement C1q subcomponent subunit B	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03988	complement C1q subcomponent subunit C	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03989	complement component 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03990	complement component 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03991	mannose-binding lectin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03992	mannan-binding lectin serine protease 1 [EC:3.4.21.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03993	mannan-binding lectin serine protease 2 [EC:3.4.21.104]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03994	complement component 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03995	complement component 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03996	complement component 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03997	complement component 8 subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0
KO:K03998	complement component 8 subunit beta	0	0	0	0	0	0	0	0	0	0	0	0
